,Date,HomeTeam,HomeScore,AwayTeam,AwayScore,HomeScoreAverage,HomeDefenseAverage,AwayScoreAverage,AwayDefenseAverage,Result
20768,2019-01-16,Denver,80,North Dakota State,65,70.88888888888889,68.44444444444444,65.22222222222223,81.55555555555556,15
20769,2019-01-16,Clemson,72,Georgia Tech,60,73.41666666666667,65.08333333333333,63.2,65.8,12
20770,2019-01-16,SMU,58,Houston,69,74.92857142857143,65.57142857142857,69.25,61.5,-11
20771,2019-01-16,Missouri,60,Alabama,70,69.2,64.2,72.33333333333333,73.5,-10
20772,2019-01-16,UC Irvine,70,Long Beach State,80,73.5,65.9,71.5,82.3,-10
20773,2019-01-16,San Jose State,63,Utah State,81,68.08333333333333,75.75,74.42857142857143,68.71428571428571,-18
20774,2019-01-16,Wichita State,75,UCF,67,73.81818181818181,68.9090909090909,68.0,61.2,8
20775,2019-01-16,Air Force,106,UNLV,88,72.8,68.8,77.4,81.6,18
20776,2019-01-17,Old Dominion,64,Louisiana Tech,63,68.18181818181819,58.0,72.11111111111111,71.88888888888889,1
20777,2019-01-17,Quinnipiac,63,Canisius,65,75.0,72.44444444444444,68.4,73.2,-2
20778,2019-01-17,Cleveland State,76,Northern Kentucky,91,77.36363636363636,73.18181818181819,79.125,75.125,-15
20779,2019-01-17,Northeastern,69,Charleston,60,75.66666666666667,72.33333333333333,68.8,65.8,9
20780,2019-01-17,Marshall,96,Florida Atlantic,84,83.625,71.75,68.7,73.9,12
20781,2019-01-17,Drexel,72,Towson,66,80.5,72.1,62.8,71.2,6
20782,2019-01-17,Youngstown State,74,Wright State,80,83.0,83.625,68.2,74.0,-6
20783,2019-01-17,Monmouth,74,Fairfield,57,61.5,64.0,67.54545454545455,74.72727272727273,17
20785,2019-01-17,Charlotte,60,Southern Miss,63,59.9,65.5,64.6,64.0,-3
20786,2019-01-17,Hofstra,87,North Carolina-Wilmington,72,87.0909090909091,68.63636363636364,73.22222222222223,82.77777777777777,15
20787,2019-01-17,Troy,82,Georgia Southern,90,79.9,72.4,80.22222222222223,82.11111111111111,-8
20788,2019-01-17,Delaware,76,James Madison,69,74.5,68.3,62.6,71.7,7
20789,2019-01-17,East Tennessee State,85,Virginia Military,82,86.81818181818181,62.18181818181818,69.11111111111111,87.33333333333333,3
20790,2019-01-17,Tennessee Tech,62,Tennessee State,79,80.0,72.22222222222223,68.0,80.44444444444444,-17
20791,2019-01-17,Siena,66,Niagara,57,66.77777777777777,68.11111111111111,68.22222222222223,74.66666666666667,9
20792,2019-01-17,Samford,80,Citadel,77,82.36363636363636,71.18181818181819,81.125,91.125,3
20793,2019-01-17,Western Carolina,60,UNC Greensboro,69,70.0,68.75,76.66666666666667,71.55555555555556,-9
20794,2019-01-17,Eastern Kentucky,97,Tennessee-Martin,73,94.14285714285714,81.71428571428571,69.88888888888889,86.66666666666667,24
20795,2019-01-17,Middle Tennessee,89,UTSA,86,73.55555555555556,74.0,70.625,76.125,3
20796,2019-01-17,Morehead State,73,Southeast Missouri State,69,75.0,80.2,70.33333333333333,76.44444444444444,4
20797,2019-01-17,Chattanooga,73,Mercer,70,79.75,68.5,66.55555555555556,72.77777777777777,3
20798,2019-01-17,Nebraska,64,Michigan State,70,79.23076923076923,56.53846153846154,77.55555555555556,70.22222222222223,-6
20799,2019-01-17,Texas-Arlington,68,Arkansas State,59,69.25,67.25,71.4,82.1,9
20800,2019-01-17,Oral Roberts,77,South Dakota,74,79.125,73.125,62.75,71.875,3
20801,2019-01-17,Eastern Illinois,61,Murray State,83,78.25,76.75,81.42857142857143,67.14285714285714,-22
20802,2019-01-17,Milwaukee,81,Illinois-Chicago,69,74.0,78.22222222222223,72.44444444444444,83.33333333333333,12
20803,2019-01-17,Western Kentucky,76,Florida International,77,78.75,75.25,79.5,84.375,-1
20804,2019-01-17,South Alabama,66,Georgia State,69,77.41666666666667,66.66666666666667,69.0,74.66666666666667,-3
20805,2019-01-17,Western Illinois,71,Nebraska-Omaha,80,77.125,67.0,75.36363636363636,81.0909090909091,-9
20806,2019-01-17,Texas State,80,Arkansas-Little Rock,62,81.88888888888889,59.22222222222222,75.0,85.88888888888889,18
20807,2019-01-17,Green Bay,70,IUPUI,76,86.42857142857143,83.0,71.66666666666667,76.44444444444444,-6
20808,2019-01-17,UAB,76,UTEP,63,72.38461538461539,63.38461538461539,64.16666666666667,81.0,13
20809,2019-01-17,Jacksonville State,91,Belmont,80,86.375,64.375,83.57142857142857,80.71428571428571,11
20810,2019-01-17,SIU-Edwardsville,71,Austin Peay,79,78.5,79.5,74.27272727272727,74.72727272727273,-8
20811,2019-01-17,Southern Utah,83,Portland State,69,86.14285714285714,75.42857142857143,70.42857142857143,82.71428571428571,14
20812,2019-01-17,Northern Arizona,64,Sacramento State,66,77.2,80.0,63.714285714285715,73.0,-2
20813,2019-01-17,Washington,80,Stanford,64,73.25,63.166666666666664,65.33333333333333,77.33333333333333,16
20814,2019-01-17,Radford,75,Gardner-Webb,58,83.25,65.25,72.5,73.9,17
20815,2019-01-17,Weber State,76,Idaho State,59,88.33333333333333,70.88888888888889,70.1,79.1,17
20816,2019-01-17,Pacific,52,San Francisco,53,75.4,67.4,72.0,63.5,-1
20817,2019-01-17,Grand Canyon,80,Chicago State,46,78.18181818181819,63.45454545454545,59.23076923076923,89.3076923076923,34
20818,2019-01-17,Gonzaga,73,Loyola Marymount,55,90.66666666666667,62.13333333333333,61.857142857142854,64.14285714285714,18
20819,2019-01-17,Arizona,54,Oregon,59,72.5,61.916666666666664,59.6,60.6,-5
20820,2019-01-17,Utah Valley,82,Texas Rio Grande Valley,61,86.625,71.0,63.888888888888886,71.66666666666667,21
20821,2019-01-17,Seattle,60,New Mexico State,87,83.91666666666667,68.58333333333333,78.0,71.0,-27
20822,2019-01-17,Cal State Bakersfield,74,UMKC,73,79.5,67.0,65.4,78.9,1
20823,2019-01-17,Arizona State,70,Oregon State,67,80.58333333333333,71.0,68.28571428571429,66.0,3
20824,2019-01-17,UC Davis,58,UC Santa Barbara,69,65.71428571428571,65.28571428571429,72.85714285714286,71.71428571428571,-11
20825,2019-01-17,Cal State Northridge,79,Hawaii,84,80.6,82.7,78.33333333333333,79.33333333333333,-5
20826,2019-01-17,Cal State Fullerton,69,UC Riverside,61,69.875,61.75,62.09090909090909,71.72727272727273,8
20827,2019-01-17,Portland,55,San Diego,76,68.81818181818181,68.9090909090909,74.44444444444444,72.22222222222223,-21
20828,2019-01-17,Washington State,82,California,59,84.91666666666667,75.08333333333333,71.8,88.2,23
20830,2019-01-17,Pepperdine,76,BYU,87,83.11111111111111,72.33333333333333,83.1,88.6,-11
20831,2019-01-18,Ohio State,61,Maryland,75,78.36363636363636,65.18181818181819,74.4,62.0,-14
20832,2019-01-18,Toledo,75,Ohio,52,82.45454545454545,60.90909090909091,59.75,73.125,23
20833,2019-01-18,Buffalo,77,Eastern Michigan,65,87.77777777777777,66.33333333333333,59.875,76.5,12
20835,2019-01-18,Rutgers,57,Northwestern,65,68.72727272727273,62.36363636363637,64.0,70.16666666666667,-8
20836,2019-01-18,Iona,90,Marist,77,85.83333333333333,80.0,64.9,72.4,13
20837,2019-01-18,Villanova,85,Xavier,75,75.4,66.8,65.85714285714286,72.28571428571429,10
20838,2019-01-19,Lehigh,83,Bucknell,85,82.625,73.875,74.44444444444444,77.55555555555556,-2
20839,2019-01-19,Wisconsin,64,Michigan,54,74.36363636363636,60.90909090909091,69.66666666666667,57.833333333333336,10
20840,2019-01-19,Northeastern,88,North Carolina-Wilmington,71,76.9,72.2,73.0,83.3,17
20841,2019-01-19,Miami (FL),76,North Carolina,85,77.58333333333333,66.66666666666667,86.83333333333333,72.66666666666667,-9
20842,2019-01-19,Georgia,52,Florida,62,76.27272727272727,67.36363636363636,62.6,62.2,-10
20843,2019-01-19,UCF,64,Tulsa,62,77.16666666666667,64.83333333333333,65.66666666666667,73.16666666666667,2
20844,2019-01-19,Holy Cross,65,Loyola (MD),67,71.22222222222223,67.77777777777777,70.5,85.0,-2
20845,2019-01-19,Davidson,75,Richmond,62,76.0,65.18181818181819,70.14285714285714,75.0,13
20846,2019-01-19,Fairfield,68,Canisius,73,77.375,76.5,68.81818181818181,72.72727272727273,-5
20847,2019-01-19,Boston University,56,Colgate,77,76.375,71.875,70.46153846153847,71.6923076923077,-21
20848,2019-01-19,Vermont,78,Binghamton,50,80.33333333333333,64.11111111111111,56.7,71.4,28
20849,2019-01-19,Cleveland State,66,Wright State,89,76.41666666666667,74.5,70.0909090909091,73.27272727272727,-23
20850,2019-01-19,Virginia Military,91,Western Carolina,83,81.6,71.7,69.92307692307692,84.0,8
20851,2019-01-19,Youngstown State,74,Northern Kentucky,82,82.0,83.44444444444444,79.44444444444444,75.0,-8
20852,2019-01-19,Green Bay,90,Illinois-Chicago,85,86.875,83.25,73.7,84.0,5
20853,2019-01-19,UMBC,65,Albany,64,74.63636363636364,61.45454545454545,67.9,74.5,1
20854,2019-01-19,Ole Miss,84,Arkansas,67,79.75,66.41666666666667,79.2,81.6,17
20855,2019-01-19,Maine,61,Stony Brook,64,68.33333333333333,74.66666666666667,73.3,67.9,-3
20856,2019-01-19,Cornell,60,Columbia,59,63.333333333333336,63.333333333333336,65.85714285714286,71.42857142857143,1
20857,2019-01-19,American University,79,Lafayette,84,74.25,65.625,75.0,83.3,-5
20858,2019-01-19,Tennessee,71,Alabama,68,86.66666666666667,62.5,71.71428571428571,73.14285714285714,3
20859,2019-01-19,Drexel,73,James Madison,68,79.81818181818181,71.72727272727273,63.09090909090909,71.81818181818181,5
20860,2019-01-19,West Virginia,65,Kansas,64,76.86666666666666,72.66666666666667,68.25,72.5,1
20861,2019-01-19,Evansville,70,Illinois State,78,75.63636363636364,67.63636363636364,69.66666666666667,77.66666666666667,-8
20862,2019-01-19,Syracuse,74,Pittsburgh,63,70.15384615384616,58.69230769230769,67.5,74.5,11
20863,2019-01-19,Detroit Mercy,73,Oakland,79,80.55555555555556,74.22222222222223,75.8,81.6,-6
20864,2019-01-19,Quinnipiac,72,Niagara,75,74.7,72.7,68.9,74.4,-3
20865,2019-01-19,Purdue,70,Indiana,55,81.6,63.5,67.0,73.57142857142857,15
20866,2019-01-19,Notre Dame,73,North Carolina State,77,76.53333333333333,68.13333333333334,79.0,76.6,-4
20867,2019-01-19,Indiana State,67,Loyola (IL),75,68.375,67.0,61.42857142857143,64.28571428571429,-8
